"Economy","Code","Region","Income group","Lending category","Other (EMU or HIPC)","countrycode_en.x","countrycode_wb","category","core capacity","recipient","total disbursed","iso3","countrycode_en.y"
"Estonia","EST","Europe & Central Asia","High income",NA,"EMU","Estonia","EST","Detect","Workforce Development","Estonia",0,"EST","Estonia"
"Estonia","EST","Europe & Central Asia","High income",NA,"EMU","Estonia","EST","Prevent","Zoonotic Disease","Estonia",34386,"EST","Estonia"
"Ethiopia","ETH","Sub-Saharan Africa","Low income","IDA","HIPC","Ethiopia","ETH","Prevent","Antimicrobial Resistance (AMR)","Ethiopia",33762936,"ETH","Ethiopia"
"Ethiopia","ETH","Sub-Saharan Africa","Low income","IDA","HIPC","Ethiopia","ETH","Prevent","Biosafety and Biosecurity","Ethiopia",9417926,"ETH","Ethiopia"
"Ethiopia","ETH","Sub-Saharan Africa","Low income","IDA","HIPC","Ethiopia","ETH","Prevent","Food Safety","Ethiopia",100625628,"ETH","Ethiopia"
"Ethiopia","ETH","Sub-Saharan Africa","Low income","IDA","HIPC","Ethiopia","ETH","General IHR","General IHR Implementation","Ethiopia",16299,"ETH","Ethiopia"
"Ethiopia","ETH","Sub-Saharan Africa","Low income","IDA","HIPC","Ethiopia","ETH","Prevent","Immunization","Ethiopia",1046495120,"ETH","Ethiopia"
"Ethiopia","ETH","Sub-Saharan Africa","Low income","IDA","HIPC","Ethiopia","ETH","Respond","Linking Public Health and Security Authorities","Ethiopia",37153583,"ETH","Ethiopia"
"Ethiopia","ETH","Sub-Saharan Africa","Low income","IDA","HIPC","Ethiopia","ETH","Respond","Medical Countermeasures and Personnel Deployment","Ethiopia",264315055,"ETH","Ethiopia"
"Ethiopia","ETH","Sub-Saharan Africa","Low income","IDA","HIPC","Ethiopia","ETH","Detect","National Laboratory System","Ethiopia",433475300,"ETH","Ethiopia"
"Ethiopia","ETH","Sub-Saharan Africa","Low income","IDA","HIPC","Ethiopia","ETH","Prevent","National Legislation, Policy, and Financing","Ethiopia",264087417,"ETH","Ethiopia"
"Ethiopia","ETH","Sub-Saharan Africa","Low income","IDA","HIPC","Ethiopia","ETH","Other","Point of Entry (PoE)","Ethiopia",18845849,"ETH","Ethiopia"
"Ethiopia","ETH","Sub-Saharan Africa","Low income","IDA","HIPC","Ethiopia","ETH","Respond","Preparedness","Ethiopia",29020318,"ETH","Ethiopia"
"Ethiopia","ETH","Sub-Saharan Africa","Low income","IDA","HIPC","Ethiopia","ETH","Other","Radiation Emergencies","Ethiopia",244758,"ETH","Ethiopia"
"Ethiopia","ETH","Sub-Saharan Africa","Low income","IDA","HIPC","Ethiopia","ETH","Detect","Real Time Surveillance","Ethiopia",180653448,"ETH","Ethiopia"
"Ethiopia","ETH","Sub-Saharan Africa","Low income","IDA","HIPC","Ethiopia","ETH","Detect","Reporting","Ethiopia",876910371,"ETH","Ethiopia"
"Ethiopia","ETH","Sub-Saharan Africa","Low income","IDA","HIPC","Ethiopia","ETH","Respond","Risk Communication","Ethiopia",48681959,"ETH","Ethiopia"
"Ethiopia","ETH","Sub-Saharan Africa","Low income","IDA","HIPC","Ethiopia","ETH","Unspecified","Unspecified","Ethiopia",2914145118,"ETH","Ethiopia"
"Ethiopia","ETH","Sub-Saharan Africa","Low income","IDA","HIPC","Ethiopia","ETH","Detect","Workforce Development","Ethiopia",1010689405,"ETH","Ethiopia"
"Ethiopia","ETH","Sub-Saharan Africa","Low income","IDA","HIPC","Ethiopia","ETH","Prevent","Zoonotic Disease","Ethiopia",149731326,"ETH","Ethiopia"
"Finland","FIN","Europe & Central Asia","High income",NA,"EMU","Finland","FIN",NA,NA,NA,NA,NA,NA
"Fiji","FJI","East Asia & Pacific","Upper middle income","Blend",NA,"Fiji","FJI","Prevent","Antimicrobial Resistance (AMR)","Fiji",37782,"FJI","Fiji"
"Fiji","FJI","East Asia & Pacific","Upper middle income","Blend",NA,"Fiji","FJI","Prevent","Food Safety","Fiji",441625,"FJI","Fiji"
"Fiji","FJI","East Asia & Pacific","Upper middle income","Blend",NA,"Fiji","FJI","Prevent","Immunization","Fiji",33948973,"FJI","Fiji"
"Fiji","FJI","East Asia & Pacific","Upper middle income","Blend",NA,"Fiji","FJI","Respond","Linking Public Health and Security Authorities","Fiji",740380,"FJI","Fiji"
"Fiji","FJI","East Asia & Pacific","Upper middle income","Blend",NA,"Fiji","FJI","Detect","National Laboratory System","Fiji",3155007,"FJI","Fiji"
"Fiji","FJI","East Asia & Pacific","Upper middle income","Blend",NA,"Fiji","FJI","Prevent","National Legislation, Policy, and Financing","Fiji",9076347,"FJI","Fiji"
"Fiji","FJI","East Asia & Pacific","Upper middle income","Blend",NA,"Fiji","FJI","Respond","Preparedness","Fiji",730765,"FJI","Fiji"
"Fiji","FJI","East Asia & Pacific","Upper middle income","Blend",NA,"Fiji","FJI","Other","Radiation Emergencies","Fiji",85992,"FJI","Fiji"
"Fiji","FJI","East Asia & Pacific","Upper middle income","Blend",NA,"Fiji","FJI","Detect","Real Time Surveillance","Fiji",10263863,"FJI","Fiji"
"Fiji","FJI","East Asia & Pacific","Upper middle income","Blend",NA,"Fiji","FJI","Detect","Reporting","Fiji",685973,"FJI","Fiji"
"Fiji","FJI","East Asia & Pacific","Upper middle income","Blend",NA,"Fiji","FJI","Respond","Risk Communication","Fiji",206560,"FJI","Fiji"
"Fiji","FJI","East Asia & Pacific","Upper middle income","Blend",NA,"Fiji","FJI","Unspecified","Unspecified","Fiji",35200770,"FJI","Fiji"
"Fiji","FJI","East Asia & Pacific","Upper middle income","Blend",NA,"Fiji","FJI","Detect","Workforce Development","Fiji",25694859,"FJI","Fiji"
"Fiji","FJI","East Asia & Pacific","Upper middle income","Blend",NA,"Fiji","FJI","Prevent","Zoonotic Disease","Fiji",1863403,"FJI","Fiji"
"France","FRA","Europe & Central Asia","High income",NA,"EMU","France","FRA","Prevent","Antimicrobial Resistance (AMR)","France",3823,"FRA","France"
"France","FRA","Europe & Central Asia","High income",NA,"EMU","France","FRA","Prevent","National Legislation, Policy, and Financing","France",816397,"FRA","France"
"France","FRA","Europe & Central Asia","High income",NA,"EMU","France","FRA","Unspecified","Unspecified","France",1368495,"FRA","France"
"France","FRA","Europe & Central Asia","High income",NA,"EMU","France","FRA","Prevent","Zoonotic Disease","France",69266,"FRA","France"
"Faroe Islands","FRO","Europe & Central Asia","High income",NA,NA,"Faroe Islands","FRO",NA,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.","FSM","East Asia & Pacific","Lower middle income","IDA",NA,"Micronesia (Federated States of)","FSM","Prevent","Food Safety","Federated States of Micronesia",28847,"FSM","Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","East Asia & Pacific","Lower middle income","IDA",NA,"Micronesia (Federated States of)","FSM","Detect","National Laboratory System","Federated States of Micronesia",55584,"FSM","Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","East Asia & Pacific","Lower middle income","IDA",NA,"Micronesia (Federated States of)","FSM","Detect","Real Time Surveillance","Federated States of Micronesia",6568,"FSM","Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","East Asia & Pacific","Lower middle income","IDA",NA,"Micronesia (Federated States of)","FSM","Unspecified","Unspecified","Federated States of Micronesia",3202574,"FSM","Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","East Asia & Pacific","Lower middle income","IDA",NA,"Micronesia (Federated States of)","FSM","Detect","Workforce Development","Federated States of Micronesia",296328,"FSM","Micronesia (Federated States of)"
"Micronesia, Fed. Sts.","FSM","East Asia & Pacific","Lower middle income","IDA",NA,"Micronesia (Federated States of)","FSM","Prevent","Zoonotic Disease","Federated States of Micronesia",28847,"FSM","Micronesia (Federated States of)"
"Gabon","GAB","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Gabon","GAB","Prevent","Antimicrobial Resistance (AMR)","Gabon",47460,"GAB","Gabon"
"Gabon","GAB","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Gabon","GAB","Prevent","Food Safety","Gabon",165427,"GAB","Gabon"
"Gabon","GAB","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Gabon","GAB","Prevent","Immunization","Gabon",4623853,"GAB","Gabon"
"Gabon","GAB","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Gabon","GAB","Respond","Medical Countermeasures and Personnel Deployment","Gabon",36666,"GAB","Gabon"
"Gabon","GAB","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Gabon","GAB","Detect","National Laboratory System","Gabon",5138435,"GAB","Gabon"
"Gabon","GAB","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Gabon","GAB","Prevent","National Legislation, Policy, and Financing","Gabon",263942,"GAB","Gabon"
"Gabon","GAB","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Gabon","GAB","Other","Point of Entry (PoE)","Gabon",25130,"GAB","Gabon"
"Gabon","GAB","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Gabon","GAB","Respond","Preparedness","Gabon",19568,"GAB","Gabon"
"Gabon","GAB","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Gabon","GAB","Other","Radiation Emergencies","Gabon",171972,"GAB","Gabon"
"Gabon","GAB","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Gabon","GAB","Detect","Real Time Surveillance","Gabon",3199474,"GAB","Gabon"
"Gabon","GAB","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Gabon","GAB","Detect","Reporting","Gabon",392324,"GAB","Gabon"
"Gabon","GAB","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Gabon","GAB","Respond","Risk Communication","Gabon",42926,"GAB","Gabon"
"Gabon","GAB","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Gabon","GAB","Unspecified","Unspecified","Gabon",87220418,"GAB","Gabon"
"Gabon","GAB","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Gabon","GAB","Detect","Workforce Development","Gabon",3557435,"GAB","Gabon"
"Gabon","GAB","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Gabon","GAB","Prevent","Zoonotic Disease","Gabon",66353,"GAB","Gabon"
"United Kingdom","GBR","Europe & Central Asia","High income",NA,NA,"United Kingdom","GBR","Prevent","Antimicrobial Resistance (AMR)","United Kingdom",3077012,"GBR","United Kingdom of Great Britain and Northern Ireland"
"United Kingdom","GBR","Europe & Central Asia","High income",NA,NA,"United Kingdom","GBR","Prevent","Immunization","United Kingdom",928761,"GBR","United Kingdom of Great Britain and Northern Ireland"
"United Kingdom","GBR","Europe & Central Asia","High income",NA,NA,"United Kingdom","GBR","Respond","Medical Countermeasures and Personnel Deployment","United Kingdom",2747580,"GBR","United Kingdom of Great Britain and Northern Ireland"
"United Kingdom","GBR","Europe & Central Asia","High income",NA,NA,"United Kingdom","GBR","Detect","National Laboratory System","United Kingdom",6620330,"GBR","United Kingdom of Great Britain and Northern Ireland"
"United Kingdom","GBR","Europe & Central Asia","High income",NA,NA,"United Kingdom","GBR","Prevent","National Legislation, Policy, and Financing","United Kingdom",2602336,"GBR","United Kingdom of Great Britain and Northern Ireland"
"United Kingdom","GBR","Europe & Central Asia","High income",NA,NA,"United Kingdom","GBR","Detect","Real Time Surveillance","United Kingdom",484697,"GBR","United Kingdom of Great Britain and Northern Ireland"
"United Kingdom","GBR","Europe & Central Asia","High income",NA,NA,"United Kingdom","GBR","Detect","Reporting","United Kingdom",122605557,"GBR","United Kingdom of Great Britain and Northern Ireland"
"United Kingdom","GBR","Europe & Central Asia","High income",NA,NA,"United Kingdom","GBR","Unspecified","Unspecified","United Kingdom",72627635,"GBR","United Kingdom of Great Britain and Northern Ireland"
"United Kingdom","GBR","Europe & Central Asia","High income",NA,NA,"United Kingdom","GBR","Detect","Workforce Development","United Kingdom",13383648,"GBR","United Kingdom of Great Britain and Northern Ireland"
"United Kingdom","GBR","Europe & Central Asia","High income",NA,NA,"United Kingdom","GBR","Prevent","Zoonotic Disease","United Kingdom",3316389,"GBR","United Kingdom of Great Britain and Northern Ireland"
"Georgia","GEO","Europe & Central Asia","Upper middle income","IBRD",NA,"Georgia","GEO","Prevent","Antimicrobial Resistance (AMR)","Georgia",33835721,"GEO","Georgia"
"Georgia","GEO","Europe & Central Asia","Upper middle income","IBRD",NA,"Georgia","GEO","Prevent","Biosafety and Biosecurity","Georgia",3551972,"GEO","Georgia"
"Georgia","GEO","Europe & Central Asia","Upper middle income","IBRD",NA,"Georgia","GEO","Prevent","Food Safety","Georgia",99342,"GEO","Georgia"
"Georgia","GEO","Europe & Central Asia","Upper middle income","IBRD",NA,"Georgia","GEO","Prevent","Immunization","Georgia",5661549,"GEO","Georgia"
"Georgia","GEO","Europe & Central Asia","Upper middle income","IBRD",NA,"Georgia","GEO","Respond","Linking Public Health and Security Authorities","Georgia",524303,"GEO","Georgia"
"Georgia","GEO","Europe & Central Asia","Upper middle income","IBRD",NA,"Georgia","GEO","Respond","Medical Countermeasures and Personnel Deployment","Georgia",120770,"GEO","Georgia"
"Georgia","GEO","Europe & Central Asia","Upper middle income","IBRD",NA,"Georgia","GEO","Detect","National Laboratory System","Georgia",6899003,"GEO","Georgia"
"Georgia","GEO","Europe & Central Asia","Upper middle income","IBRD",NA,"Georgia","GEO","Prevent","National Legislation, Policy, and Financing","Georgia",43814387,"GEO","Georgia"
"Georgia","GEO","Europe & Central Asia","Upper middle income","IBRD",NA,"Georgia","GEO","Respond","Preparedness","Georgia",293159,"GEO","Georgia"
"Georgia","GEO","Europe & Central Asia","Upper middle income","IBRD",NA,"Georgia","GEO","Other","Radiation Emergencies","Georgia",24465,"GEO","Georgia"
"Georgia","GEO","Europe & Central Asia","Upper middle income","IBRD",NA,"Georgia","GEO","Detect","Real Time Surveillance","Georgia",47670181,"GEO","Georgia"
"Georgia","GEO","Europe & Central Asia","Upper middle income","IBRD",NA,"Georgia","GEO","Detect","Reporting","Georgia",190296,"GEO","Georgia"
"Georgia","GEO","Europe & Central Asia","Upper middle income","IBRD",NA,"Georgia","GEO","Respond","Risk Communication","Georgia",133805,"GEO","Georgia"
"Georgia","GEO","Europe & Central Asia","Upper middle income","IBRD",NA,"Georgia","GEO","Unspecified","Unspecified","Georgia",61752833,"GEO","Georgia"
"Georgia","GEO","Europe & Central Asia","Upper middle income","IBRD",NA,"Georgia","GEO","Detect","Workforce Development","Georgia",3397384,"GEO","Georgia"
"Georgia","GEO","Europe & Central Asia","Upper middle income","IBRD",NA,"Georgia","GEO","Prevent","Zoonotic Disease","Georgia",1277472,"GEO","Georgia"
"Ghana","GHA","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Ghana","GHA","Prevent","Antimicrobial Resistance (AMR)","Ghana",12017152,"GHA","Ghana"
"Ghana","GHA","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Ghana","GHA","Prevent","Biosafety and Biosecurity","Ghana",7366385,"GHA","Ghana"
"Ghana","GHA","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Ghana","GHA","Prevent","Food Safety","Ghana",14995835,"GHA","Ghana"
"Ghana","GHA","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Ghana","GHA","Prevent","Immunization","Ghana",196848662,"GHA","Ghana"
"Ghana","GHA","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Ghana","GHA","Respond","Linking Public Health and Security Authorities","Ghana",3018882,"GHA","Ghana"
"Ghana","GHA","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Ghana","GHA","Respond","Medical Countermeasures and Personnel Deployment","Ghana",78624225,"GHA","Ghana"
"Ghana","GHA","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Ghana","GHA","Detect","National Laboratory System","Ghana",190852164,"GHA","Ghana"
"Ghana","GHA","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Ghana","GHA","Prevent","National Legislation, Policy, and Financing","Ghana",188007708,"GHA","Ghana"
"Ghana","GHA","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Ghana","GHA","Other","Point of Entry (PoE)","Ghana",251001,"GHA","Ghana"
"Ghana","GHA","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Ghana","GHA","Respond","Preparedness","Ghana",13801326,"GHA","Ghana"
"Ghana","GHA","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Ghana","GHA","Other","Radiation Emergencies","Ghana",289915,"GHA","Ghana"
"Ghana","GHA","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Ghana","GHA","Detect","Real Time Surveillance","Ghana",558333573,"GHA","Ghana"
"Ghana","GHA","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Ghana","GHA","Detect","Reporting","Ghana",308913239,"GHA","Ghana"
"Ghana","GHA","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Ghana","GHA","Respond","Risk Communication","Ghana",37023978,"GHA","Ghana"
"Ghana","GHA","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Ghana","GHA","Unspecified","Unspecified","Ghana",554264338,"GHA","Ghana"
"Ghana","GHA","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Ghana","GHA","Detect","Workforce Development","Ghana",227778594,"GHA","Ghana"
"Ghana","GHA","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Ghana","GHA","Prevent","Zoonotic Disease","Ghana",19104483,"GHA","Ghana"
"Gibraltar","GIB","Europe & Central Asia","High income",NA,NA,"Gibraltar","GIB",NA,NA,NA,NA,NA,NA
"Guinea","GIN","Sub-Saharan Africa","Low income","IDA","HIPC","Guinea","GIN","Prevent","Antimicrobial Resistance (AMR)","Guinea",6621178,"GIN","Guinea"
"Guinea","GIN","Sub-Saharan Africa","Low income","IDA","HIPC","Guinea","GIN","Prevent","Biosafety and Biosecurity","Guinea",10530604,"GIN","Guinea"
"Guinea","GIN","Sub-Saharan Africa","Low income","IDA","HIPC","Guinea","GIN","Prevent","Food Safety","Guinea",22201569,"GIN","Guinea"
"Guinea","GIN","Sub-Saharan Africa","Low income","IDA","HIPC","Guinea","GIN","Prevent","Immunization","Guinea",83315042,"GIN","Guinea"
"Guinea","GIN","Sub-Saharan Africa","Low income","IDA","HIPC","Guinea","GIN","Respond","Medical Countermeasures and Personnel Deployment","Guinea",20920693,"GIN","Guinea"
"Guinea","GIN","Sub-Saharan Africa","Low income","IDA","HIPC","Guinea","GIN","Detect","National Laboratory System","Guinea",47740924,"GIN","Guinea"
"Guinea","GIN","Sub-Saharan Africa","Low income","IDA","HIPC","Guinea","GIN","Prevent","National Legislation, Policy, and Financing","Guinea",40542282,"GIN","Guinea"
"Guinea","GIN","Sub-Saharan Africa","Low income","IDA","HIPC","Guinea","GIN","Other","Point of Entry (PoE)","Guinea",28510672,"GIN","Guinea"
"Guinea","GIN","Sub-Saharan Africa","Low income","IDA","HIPC","Guinea","GIN","Respond","Preparedness","Guinea",62351491,"GIN","Guinea"
"Guinea","GIN","Sub-Saharan Africa","Low income","IDA","HIPC","Guinea","GIN","Other","Radiation Emergencies","Guinea",203373,"GIN","Guinea"
"Guinea","GIN","Sub-Saharan Africa","Low income","IDA","HIPC","Guinea","GIN","Detect","Real Time Surveillance","Guinea",70436883,"GIN","Guinea"
"Guinea","GIN","Sub-Saharan Africa","Low income","IDA","HIPC","Guinea","GIN","Detect","Reporting","Guinea",165851270,"GIN","Guinea"
"Guinea","GIN","Sub-Saharan Africa","Low income","IDA","HIPC","Guinea","GIN","Respond","Risk Communication","Guinea",11144483,"GIN","Guinea"
"Guinea","GIN","Sub-Saharan Africa","Low income","IDA","HIPC","Guinea","GIN","Unspecified","Unspecified","Guinea",414036899,"GIN","Guinea"
"Guinea","GIN","Sub-Saharan Africa","Low income","IDA","HIPC","Guinea","GIN","Detect","Workforce Development","Guinea",84992720,"GIN","Guinea"
"Guinea","GIN","Sub-Saharan Africa","Low income","IDA","HIPC","Guinea","GIN","Prevent","Zoonotic Disease","Guinea",85798931,"GIN","Guinea"
"Gambia, The","GMB","Sub-Saharan Africa","Low income","IDA","HIPC","Gambia","GMB","Prevent","Antimicrobial Resistance (AMR)","Gambia",242491,"GMB","Gambia"
"Gambia, The","GMB","Sub-Saharan Africa","Low income","IDA","HIPC","Gambia","GMB","Prevent","Food Safety","Gambia",8507297,"GMB","Gambia"
"Gambia, The","GMB","Sub-Saharan Africa","Low income","IDA","HIPC","Gambia","GMB","Prevent","Immunization","Gambia",28777948,"GMB","Gambia"
"Gambia, The","GMB","Sub-Saharan Africa","Low income","IDA","HIPC","Gambia","GMB","Respond","Medical Countermeasures and Personnel Deployment","Gambia",164414,"GMB","Gambia"
"Gambia, The","GMB","Sub-Saharan Africa","Low income","IDA","HIPC","Gambia","GMB","Detect","National Laboratory System","Gambia",6424043,"GMB","Gambia"
"Gambia, The","GMB","Sub-Saharan Africa","Low income","IDA","HIPC","Gambia","GMB","Prevent","National Legislation, Policy, and Financing","Gambia",15700641,"GMB","Gambia"
"Gambia, The","GMB","Sub-Saharan Africa","Low income","IDA","HIPC","Gambia","GMB","Respond","Preparedness","Gambia",133669,"GMB","Gambia"
"Gambia, The","GMB","Sub-Saharan Africa","Low income","IDA","HIPC","Gambia","GMB","Detect","Real Time Surveillance","Gambia",85750282,"GMB","Gambia"
"Gambia, The","GMB","Sub-Saharan Africa","Low income","IDA","HIPC","Gambia","GMB","Detect","Reporting","Gambia",242350,"GMB","Gambia"
"Gambia, The","GMB","Sub-Saharan Africa","Low income","IDA","HIPC","Gambia","GMB","Respond","Risk Communication","Gambia",129279,"GMB","Gambia"
"Gambia, The","GMB","Sub-Saharan Africa","Low income","IDA","HIPC","Gambia","GMB","Unspecified","Unspecified","Gambia",73939025,"GMB","Gambia"
"Gambia, The","GMB","Sub-Saharan Africa","Low income","IDA","HIPC","Gambia","GMB","Detect","Workforce Development","Gambia",4987962,"GMB","Gambia"
"Gambia, The","GMB","Sub-Saharan Africa","Low income","IDA","HIPC","Gambia","GMB","Prevent","Zoonotic Disease","Gambia",4793276,"GMB","Gambia"
"Guinea-Bissau","GNB","Sub-Saharan Africa","Low income","IDA","HIPC","Guinea-Bissau","GNB","Prevent","Antimicrobial Resistance (AMR)","Guinea Bissau",166087,"GNB","Guinea-Bissau"
"Guinea-Bissau","GNB","Sub-Saharan Africa","Low income","IDA","HIPC","Guinea-Bissau","GNB","Prevent","Food Safety","Guinea Bissau",15210097,"GNB","Guinea-Bissau"
"Guinea-Bissau","GNB","Sub-Saharan Africa","Low income","IDA","HIPC","Guinea-Bissau","GNB","Prevent","Immunization","Guinea Bissau",21587515,"GNB","Guinea-Bissau"
"Guinea-Bissau","GNB","Sub-Saharan Africa","Low income","IDA","HIPC","Guinea-Bissau","GNB","Respond","Linking Public Health and Security Authorities","Guinea Bissau",195623,"GNB","Guinea-Bissau"
"Guinea-Bissau","GNB","Sub-Saharan Africa","Low income","IDA","HIPC","Guinea-Bissau","GNB","Respond","Medical Countermeasures and Personnel Deployment","Guinea Bissau",43547391,"GNB","Guinea-Bissau"
"Guinea-Bissau","GNB","Sub-Saharan Africa","Low income","IDA","HIPC","Guinea-Bissau","GNB","Detect","National Laboratory System","Guinea Bissau",884495,"GNB","Guinea-Bissau"
"Guinea-Bissau","GNB","Sub-Saharan Africa","Low income","IDA","HIPC","Guinea-Bissau","GNB","Prevent","National Legislation, Policy, and Financing","Guinea Bissau",1896808,"GNB","Guinea-Bissau"
"Guinea-Bissau","GNB","Sub-Saharan Africa","Low income","IDA","HIPC","Guinea-Bissau","GNB","Respond","Preparedness","Guinea Bissau",2269042,"GNB","Guinea-Bissau"
"Guinea-Bissau","GNB","Sub-Saharan Africa","Low income","IDA","HIPC","Guinea-Bissau","GNB","Other","Radiation Emergencies","Guinea Bissau",6386,"GNB","Guinea-Bissau"
"Guinea-Bissau","GNB","Sub-Saharan Africa","Low income","IDA","HIPC","Guinea-Bissau","GNB","Detect","Real Time Surveillance","Guinea Bissau",1222077,"GNB","Guinea-Bissau"
"Guinea-Bissau","GNB","Sub-Saharan Africa","Low income","IDA","HIPC","Guinea-Bissau","GNB","Detect","Reporting","Guinea Bissau",341474,"GNB","Guinea-Bissau"
"Guinea-Bissau","GNB","Sub-Saharan Africa","Low income","IDA","HIPC","Guinea-Bissau","GNB","Respond","Risk Communication","Guinea Bissau",920145,"GNB","Guinea-Bissau"
"Guinea-Bissau","GNB","Sub-Saharan Africa","Low income","IDA","HIPC","Guinea-Bissau","GNB","Unspecified","Unspecified","Guinea Bissau",150949764,"GNB","Guinea-Bissau"
"Guinea-Bissau","GNB","Sub-Saharan Africa","Low income","IDA","HIPC","Guinea-Bissau","GNB","Detect","Workforce Development","Guinea Bissau",46272582,"GNB","Guinea-Bissau"
"Guinea-Bissau","GNB","Sub-Saharan Africa","Low income","IDA","HIPC","Guinea-Bissau","GNB","Prevent","Zoonotic Disease","Guinea Bissau",1046403,"GNB","Guinea-Bissau"
"Equatorial Guinea","GNQ","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Equatorial Guinea","GNQ","Prevent","Antimicrobial Resistance (AMR)","Equatorial Guinea",42536,"GNQ","Equatorial Guinea"
"Equatorial Guinea","GNQ","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Equatorial Guinea","GNQ","Prevent","Biosafety and Biosecurity","Equatorial Guinea",94575,"GNQ","Equatorial Guinea"
"Equatorial Guinea","GNQ","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Equatorial Guinea","GNQ","Prevent","Immunization","Equatorial Guinea",6876835,"GNQ","Equatorial Guinea"
"Equatorial Guinea","GNQ","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Equatorial Guinea","GNQ","Detect","National Laboratory System","Equatorial Guinea",1632585,"GNQ","Equatorial Guinea"
"Equatorial Guinea","GNQ","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Equatorial Guinea","GNQ","Respond","Preparedness","Equatorial Guinea",189226,"GNQ","Equatorial Guinea"
"Equatorial Guinea","GNQ","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Equatorial Guinea","GNQ","Detect","Real Time Surveillance","Equatorial Guinea",61056,"GNQ","Equatorial Guinea"
"Equatorial Guinea","GNQ","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Equatorial Guinea","GNQ","Detect","Reporting","Equatorial Guinea",51281,"GNQ","Equatorial Guinea"
"Equatorial Guinea","GNQ","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Equatorial Guinea","GNQ","Unspecified","Unspecified","Equatorial Guinea",19637296,"GNQ","Equatorial Guinea"
"Equatorial Guinea","GNQ","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Equatorial Guinea","GNQ","Detect","Workforce Development","Equatorial Guinea",2609013,"GNQ","Equatorial Guinea"
"Equatorial Guinea","GNQ","Sub-Saharan Africa","Upper middle income","IBRD",NA,"Equatorial Guinea","GNQ","Prevent","Zoonotic Disease","Equatorial Guinea",94820,"GNQ","Equatorial Guinea"
"Greece","GRC","Europe & Central Asia","High income",NA,"EMU","Greece","GRC","Prevent","Antimicrobial Resistance (AMR)","Greece",19292,"GRC","Greece"
"Greece","GRC","Europe & Central Asia","High income",NA,"EMU","Greece","GRC","Prevent","Food Safety","Greece",92904,"GRC","Greece"
"Greece","GRC","Europe & Central Asia","High income",NA,"EMU","Greece","GRC","Prevent","Immunization","Greece",179475,"GRC","Greece"
"Greece","GRC","Europe & Central Asia","High income",NA,"EMU","Greece","GRC","Detect","National Laboratory System","Greece",112196,"GRC","Greece"
"Greece","GRC","Europe & Central Asia","High income",NA,"EMU","Greece","GRC","Prevent","National Legislation, Policy, and Financing","Greece",1547,"GRC","Greece"
"Greece","GRC","Europe & Central Asia","High income",NA,"EMU","Greece","GRC","Respond","Preparedness","Greece",30261,"GRC","Greece"
"Greece","GRC","Europe & Central Asia","High income",NA,"EMU","Greece","GRC","Other","Radiation Emergencies","Greece",92904,"GRC","Greece"
